"Actual","Predicted"
2.671,2.14876895593489
0,1.33371300448431
2.167,3.33386456605859
2.997,1.33371300448431
0,0.109605479452055
2.028,2.14876895593489
2.665,3.4526301369863
4.653,3.33386456605859
4.816,3.33386456605859
4.201,2.90889735099338
2.923,3.33386456605859
0,1.41381898454746
0,1.33371300448431
0,0.907041775456919
3.221,2.14876895593489
1.605,2.14876895593489
1.589,2.88169583931134
1.527,2.7586405109489
3.338,3.33386456605859
0,2.14876895593489
0,3.33386456605859
2.012,1.41381898454746
1.552,2.14876895593489
3.992,2.88169583931134
3.44,2.88169583931134
2.918,2.14876895593489
4.855,3.07447245017585
2.286,2.14876895593489
0,1.33371300448431
2.935,2.88169583931134
2.401,2.14876895593489
4.708,2.14876895593489
4.761,1.33371300448431
0,2.14876895593489
3.017,3.33386456605859
2.702,2.88169583931134
4.129,2.88169583931134
0,2.14876895593489
3.456,3.33386456605859
2.24,2.14876895593489
2.225,2.14876895593489
2.983,3.33386456605859
0,2.14876895593489
2.771,0.265447115384615
4.578,2.14876895593489
3.682,3.33386456605859
4.039,3.07447245017585
4.671,3.07447245017585
0,0.907041775456919
4.395,3.07447245017585
2.674,3.07447245017585
3.693,0.907041775456919
3.943,3.07447245017585
3.794,3.07447245017585
1.98,3.07447245017585
0,2.88169583931134
3.821,2.7586405109489
0,0.109605479452055
0,0.907041775456919
0,0
0,0.907041775456919
2.984,2.88169583931134
4.298,2.88169583931134
2.511,3.33386456605859
0,2.14876895593489
0,0
3.905,1.41381898454746
0,1.18352255639098
0,0.109605479452055
2.362,2.7586405109489
4.021,3.07447245017585
0,2.88169583931134
3.412,3.07447245017585
1.164,2.14876895593489
0,2.14876895593489
0,2.14876895593489
2.791,2.88169583931134
4.4,2.7586405109489
1.318,1.41381898454746
0,3.33386456605859
4.302,3.33386456605859
3.047,2.88169583931134
4.47,2.88169583931134
4.422,2.88169583931134
3.864,3.07447245017585
2.005,2.14876895593489
1.923,3.33386456605859
3.149,3.33386456605859
0,1.33371300448431
4.549,3.07447245017585
3.585,1.33371300448431
3.806,2.14876895593489
4.161,3.33386456605859
0,1.33371300448431
3.63,3.4526301369863
3.96,3.33386456605859
2.484,3.07447245017585
3.994,2.88169583931134
3.135,3.07447245017585
0,2.14876895593489
4.793,1.33371300448431
2.672,2.7586405109489
0,2.7586405109489
0,1.33371300448431
3.455,2.14876895593489
3.204,3.30832467532467
4.797,3.33386456605859
1.709,2.14876895593489
0,1.18352255639098
3.239,1.41381898454746
0,0.109605479452055
0,0.265447115384615
3.53,3.33386456605859
2.961,2.90889735099338
4.436,1.33371300448431
1.57,2.14876895593489
3.901,2.7586405109489
2.314,2.14876895593489
0,0.109605479452055
2.787,2.88169583931134
0,0.109605479452055
2.281,2.7586405109489
0,0.109605479452055
3.974,2.39561398963731
2.62,2.88169583931134
4.5,3.33386456605859
0,0.907041775456919
0,1.33371300448431
2.514,3.33386456605859
4.906,2.14876895593489
3.924,2.14876895593489
0,1.41381898454746
4.572,2.88169583931134
0,0
4.697,3.33386456605859
3.85,2.14876895593489
3.952,2.88169583931134
0,1.18352255639098
2.106,2.39561398963731
2.64,2.88169583931134
3.525,2.14876895593489
1.855,2.39561398963731
2.869,3.07447245017585
3.069,2.88169583931134
3.239,2.88169583931134
0,1.33371300448431
4.326,3.33386456605859
3.361,1.33371300448431
0,1.41381898454746
0,2.14876895593489
1.795,2.88169583931134
3.369,3.30832467532467
0,2.88169583931134
2.163,1.18352255639098
0,2.14876895593489
0,1.41381898454746
0,2.88169583931134
1.742,2.14876895593489
3.801,3.33386456605859
2.882,2.88169583931134
4.578,2.7586405109489
4.011,0.907041775456919
2.073,2.14876895593489
0,3.33386456605859
2.054,2.88169583931134
3.295,3.33386456605859
2.716,3.33386456605859
4.642,2.14876895593489
2.562,3.4526301369863
0,2.14876895593489
0,2.14876895593489
4.421,2.88169583931134
3.347,3.33386456605859
2.835,3.33386456605859
3.908,3.30832467532467
4.066,2.88169583931134
4.438,3.33386456605859
3.984,2.88169583931134
1.57,3.33386456605859
0,2.14876895593489
0,0
0,1.33371300448431
0,1.33371300448431
4.224,3.07447245017585
4.873,2.14876895593489
2.779,3.33386456605859
3.257,2.14876895593489
2.157,2.7586405109489
0,2.14876895593489
0,3.30832467532467
2.296,2.88169583931134
1.768,2.14876895593489
0,1.33371300448431
0,2.14876895593489
3.453,2.14876895593489
0,1.33371300448431
4.194,2.88169583931134
4.659,3.33386456605859
2.029,2.39561398963731
2.909,3.07447245017585
3.478,3.33386456605859
2.411,3.07447245017585
0,2.14876895593489
0,2.88169583931134
0,0
3.662,2.88169583931134
0,3.33386456605859
2.967,3.33386456605859
4.719,2.39561398963731
3.549,3.33386456605859
3.684,3.30832467532467
3.455,3.4526301369863
4.724,2.88169583931134
0,0
0,2.14876895593489
2.987,2.14876895593489
1.539,2.88169583931134
1.678,2.88169583931134
0,1.33371300448431
2.355,2.88169583931134
2.23,2.88169583931134
1.8,1.41381898454746
1.073,2.14876895593489
4.766,3.07447245017585
1.111,2.14876895593489
1.825,2.7586405109489
3.373,3.33386456605859
1.818,2.88169583931134
3.289,2.88169583931134
0,0
1.998,2.88169583931134
4.876,2.88169583931134
4.363,3.07447245017585
0,1.33371300448431
3.347,3.30832467532467
2.484,2.88169583931134
4.704,2.88169583931134
3.67,2.88169583931134
3.166,2.14876895593489
2.936,0.907041775456919
2.133,2.88169583931134
3.843,2.88169583931134
4.737,3.33386456605859
3.458,2.88169583931134
4.145,3.4526301369863
0,0
4.506,3.33386456605859
1.46,1.41381898454746
1.99,2.39561398963731
2.756,2.14876895593489
2.595,1.41381898454746
3.509,3.30832467532467
0,1.41381898454746
3.096,3.33386456605859
0,0.907041775456919
3.722,2.14876895593489
3.772,2.88169583931134
3.858,2.88169583931134
1.685,1.41381898454746
4.1,2.88169583931134
3.88,2.88169583931134
3.952,3.33386456605859
0,2.14876895593489
4.451,2.14876895593489
4.123,2.88169583931134
4.755,3.07447245017585
1.756,2.7586405109489
0,2.14876895593489
2.238,3.33386456605859
0,2.88169583931134
2.33,2.14876895593489
3.602,2.88169583931134
3.739,3.33386456605859
3.861,2.88169583931134
2.017,2.88169583931134
4.689,3.33386456605859
0,1.41381898454746
4.481,2.88169583931134
3.814,3.33386456605859
4.706,3.07447245017585
3.983,3.33386456605859
2.718,3.33386456605859
0,3.07447245017585
2.882,2.14876895593489
4.683,3.33386456605859
4.198,2.88169583931134
3.218,3.33386456605859
2.241,2.7586405109489
2.827,2.14876895593489
4.784,2.88169583931134
0,2.14876895593489
1.969,2.90889735099338
0,0
4.717,3.07447245017585
4.902,2.14876895593489
0,2.88169583931134
0,2.14876895593489
2.038,2.90889735099338
0,1.18352255639098
3.07,3.4526301369863
3.432,3.33386456605859
1.295,1.41381898454746
3.165,2.88169583931134
2.245,2.88169583931134
2.543,2.14876895593489
2.307,2.88169583931134
2.258,2.14876895593489
4.541,2.7586405109489
3.966,2.14876895593489
0,2.7586405109489
1.899,2.88169583931134
0,2.14876895593489
4.09,2.88169583931134
2.559,3.33386456605859
3.042,2.39561398963731
0,0.109605479452055
4.379,3.30832467532467
3.343,2.14876895593489
2.464,3.33386456605859
2.865,2.88169583931134
4.436,3.33386456605859
4.401,3.33386456605859
4.653,2.14876895593489
3.12,2.39561398963731
3.583,2.88169583931134
0,1.41381898454746
2.807,3.07447245017585
1.008,0.907041775456919
0,1.18352255639098
0,0.907041775456919
4.04,2.14876895593489
4.357,3.33386456605859
1.635,1.18352255639098
4.808,2.88169583931134
3.412,3.07447245017585
1.566,2.14876895593489
4.023,3.33386456605859
1.642,2.14876895593489
0,2.14876895593489
3.265,2.88169583931134
0,2.88169583931134
3.154,3.4526301369863
0,1.18352255639098
3.501,3.07447245017585
4.845,2.88169583931134
0,2.88169583931134
0,1.33371300448431
3.71,2.14876895593489
0,2.90889735099338
0.891,2.14876895593489
0,2.90889735099338
4.045,3.4526301369863
0,3.07447245017585
1.239,2.14876895593489
2.923,2.14876895593489
0,3.07447245017585
4.195,2.7586405109489
0,2.7586405109489
1.801,2.88169583931134
3.53,2.88169583931134
3.477,1.41381898454746
3.281,2.88169583931134
4.301,2.14876895593489
3.029,2.88169583931134
0,0.265447115384615
3.345,3.30832467532467
1.643,2.14876895593489
2.679,3.4526301369863
0,2.14876895593489
1.542,2.14876895593489
2.346,3.33386456605859
3.983,2.90889735099338
0,1.18352255639098
2.035,1.18352255639098
0,1.33371300448431
4.126,1.18352255639098
2.892,2.14876895593489
4.18,3.33386456605859
2.758,3.4526301369863
3.831,2.7586405109489
3.568,3.33386456605859
3.152,3.07447245017585
3.951,2.88169583931134
0,2.14876895593489
1.559,1.18352255639098
3.693,1.33371300448431
0,2.14876895593489
0,0
0,2.88169583931134
2.417,2.88169583931134
2.731,3.07447245017585
0,1.33371300448431
3.957,2.7586405109489
2.845,2.88169583931134
3.529,3.33386456605859
3.194,3.4526301369863
0,2.88169583931134
2.998,3.07447245017585
3.028,2.14876895593489
3.854,2.88169583931134
0,3.07447245017585
3.031,3.07447245017585
0,1.33371300448431
0,1.33371300448431
4.851,2.14876895593489
4.587,2.88169583931134
0,3.07447245017585
4.238,2.39561398963731
2.909,3.33386456605859
2.192,3.33386456605859
3.681,3.33386456605859
3.144,2.88169583931134
2.776,2.14876895593489
4.173,2.14876895593489
3.769,1.33371300448431
2.757,2.14876895593489
3.407,2.88169583931134
3.06,2.88169583931134
3.254,3.33386456605859
4.797,3.07447245017585
4.934,2.88169583931134
3.756,2.88169583931134
2.049,2.39561398963731
3.69,2.88169583931134
1.566,2.14876895593489
3.442,2.88169583931134
3.647,2.14876895593489
4.121,2.14876895593489
4.564,3.33386456605859
0,0.109605479452055
0,0.907041775456919
3.195,2.7586405109489
4.274,1.33371300448431
2.89,3.4526301369863
3.484,2.14876895593489
3.25,3.07447245017585
2.251,2.39561398963731
3.127,2.90889735099338
4.344,3.07447245017585
2.295,2.88169583931134
4.309,2.88169583931134
2.884,3.33386456605859
2.773,2.88169583931134
2.998,3.33386456605859
1.295,1.41381898454746
4.584,2.90889735099338
3.647,2.88169583931134
3.03,3.07447245017585
0,1.33371300448431
2.175,2.88169583931134
4.592,3.33386456605859
0,0
2.996,2.7586405109489
4.757,2.7586405109489
1.963,2.39561398963731
0,0.907041775456919
1.889,2.88169583931134
3.557,2.88169583931134
0,0.907041775456919
2.757,1.33371300448431
0,2.14876895593489
2.809,2.88169583931134
2.507,2.88169583931134
0,2.88169583931134
0,0.907041775456919
0,0
3.021,3.07447245017585
2.764,2.39561398963731
0,3.30832467532467
4.76,2.14876895593489
3.434,3.33386456605859
4.655,3.33386456605859
0,2.88169583931134
0,2.14876895593489
2.426,2.39561398963731
3.989,2.88169583931134
1.386,2.14876895593489
4.979,2.14876895593489
4.016,2.90889735099338
3.298,2.14876895593489
3.978,2.14876895593489
0,0.109605479452055
1.321,1.41381898454746
0,2.14876895593489
2.424,2.14876895593489
3.982,2.14876895593489
4.361,2.7586405109489
2.379,1.33371300448431
1.982,2.88169583931134
2.761,2.14876895593489
3.109,2.14876895593489
4.636,2.7586405109489
3.838,3.33386456605859
3.289,2.88169583931134
3.82,2.14876895593489
0,1.33371300448431
4.445,1.41381898454746
3.43,1.33371300448431
0,0.265447115384615
2.498,2.14876895593489
4.08,3.4526301369863
3.996,2.39561398963731
4.417,2.90889735099338
0,0
1.652,3.07447245017585
4.429,3.33386456605859
0,2.14876895593489
4.2,2.14876895593489
3.4,3.33386456605859
2.85,3.07447245017585
2.203,2.14876895593489
2.766,2.88169583931134
0,0.109605479452055
2.388,3.33386456605859
3.775,2.88169583931134
2.048,2.88169583931134
0,2.88169583931134
0,2.88169583931134
3.405,2.88169583931134
0,0
4.233,2.7586405109489
0,2.14876895593489
3.005,1.41381898454746
3.61,1.41381898454746
2.662,2.88169583931134
1.613,1.41381898454746
3.451,3.33386456605859
3.561,2.14876895593489
4.902,2.14876895593489
0,3.33386456605859
4.459,3.33386456605859
3.943,2.88169583931134
3.833,3.33386456605859
4.779,0.265447115384615
4.639,3.33386456605859
0,2.14876895593489
0,1.33371300448431
4.939,2.88169583931134
0,0.109605479452055
1.014,2.14876895593489
4.807,3.33386456605859
0,2.90889735099338
3.431,3.07447245017585
0,2.14876895593489
0,2.14876895593489
3.896,3.33386456605859
3.511,1.18352255639098
2.689,2.14876895593489
1.791,3.33386456605859
2.617,3.33386456605859
4.089,3.4526301369863
2.603,1.33371300448431
3.497,3.4526301369863
3.659,2.88169583931134
2.424,2.88169583931134
2.867,3.4526301369863
3.546,2.88169583931134
0,0.907041775456919
0,2.90889735099338
4.875,3.07447245017585
1.149,2.14876895593489
4.125,3.33386456605859
1.812,2.14876895593489
2.401,3.33386456605859
0,1.33371300448431
1.631,3.33386456605859
0,1.33371300448431
3.782,2.39561398963731
3.832,2.14876895593489
2.667,2.88169583931134
4.301,3.33386456605859
3.034,2.88169583931134
4.089,2.88169583931134
4.102,2.7586405109489
1.61,1.18352255639098
0,0.265447115384615
3.84,3.33386456605859
4.113,2.88169583931134
2.802,2.7586405109489
3.777,3.33386456605859
3.324,3.33386456605859
0,2.14876895593489
0,0.907041775456919
3.214,2.88169583931134
1.572,2.14876895593489
1.777,2.14876895593489
4.967,2.14876895593489
2.779,2.88169583931134
2.848,3.33386456605859
2.571,2.7586405109489
0,1.33371300448431
2.929,2.88169583931134
4.472,3.33386456605859
3.194,2.88169583931134
3.911,0.907041775456919
0,1.33371300448431
2.772,2.14876895593489
0,0.109605479452055
0,0.265447115384615
0,2.14876895593489
1.38,0.907041775456919
4.161,2.14876895593489
4.614,2.88169583931134
3.123,3.33386456605859
3.042,2.14876895593489
0,3.07447245017585
0,1.41381898454746
4.988,3.33386456605859
3.45,2.88169583931134
3.197,3.33386456605859
2.201,2.14876895593489
2.078,2.39561398963731
4.992,2.88169583931134
0,2.14876895593489
0,1.33371300448431
1.941,2.88169583931134
4.696,3.33386456605859
0,0.109605479452055
3.581,3.33386456605859
4.152,2.88169583931134
0,2.88169583931134
2.836,2.14876895593489
2.564,3.33386456605859
0,2.14876895593489
0,2.14876895593489
4.37,3.07447245017585
2.578,3.07447245017585
2.725,3.33386456605859
0,2.39561398963731
4.276,2.14876895593489
1.693,2.88169583931134
3.411,2.88169583931134
4.131,2.88169583931134
3.836,2.90889735099338
0,2.14876895593489
0,0.907041775456919
2.095,2.88169583931134
4.818,3.33386456605859
3.006,2.14876895593489
3.104,2.88169583931134
4.229,3.4526301369863
0,0.907041775456919
2.658,3.07447245017585
0,2.14876895593489
4.993,2.88169583931134
3.998,3.07447245017585
4.632,1.33371300448431
0,3.07447245017585
4.652,2.88169583931134
2.763,2.14876895593489
0,1.33371300448431
2.093,2.14876895593489
0,1.18352255639098
0,2.39561398963731
4.735,2.88169583931134
2.671,2.88169583931134
1.939,3.33386456605859
2.741,2.88169583931134
2.88,2.14876895593489
0,2.88169583931134
0,1.41381898454746
1.589,2.14876895593489
0,0.265447115384615
2.612,3.07447245017585
0,0.109605479452055
2.151,1.33371300448431
0,2.14876895593489
2.545,2.14876895593489
0,2.14876895593489
3.085,1.33371300448431
0,1.41381898454746
0,0
3.595,2.88169583931134
0,2.90889735099338
0,2.14876895593489
2.711,2.7586405109489
3.112,3.4526301369863
1.388,2.14876895593489
1.587,0.907041775456919
2.676,3.4526301369863
3.987,2.88169583931134
0,3.33386456605859
3.268,3.07447245017585
1.42,2.14876895593489
2.087,2.14876895593489
0,1.41381898454746
2.661,1.33371300448431
0,0
4.472,3.33386456605859
1.568,2.14876895593489
0,3.30832467532467
4.035,2.90889735099338
4.807,2.88169583931134
0,2.7586405109489
3.661,3.07447245017585
4.029,2.88169583931134
4.566,2.88169583931134
3.983,2.88169583931134
0,0.907041775456919
3.088,2.14876895593489
2.074,2.88169583931134
0,2.7586405109489
0,1.18352255639098
0,0
3.451,2.88169583931134
0,2.14876895593489
0,1.33371300448431
4.568,2.88169583931134
1.175,0.907041775456919
3.235,3.33386456605859
4.38,3.33386456605859
3.362,3.30832467532467
0,1.33371300448431
3.187,3.4526301369863
3.081,1.41381898454746
3.519,3.30832467532467
0,0.109605479452055
3.273,2.88169583931134
3,2.14876895593489
0,2.39561398963731
2.858,2.88169583931134
3.945,3.33386456605859
3.918,2.39561398963731
4.061,3.33386456605859
1.555,2.14876895593489
2.392,3.07447245017585
0,0.907041775456919
4.826,2.88169583931134
0,2.14876895593489
0,0
4.873,2.88169583931134
0,0.265447115384615
1.264,2.14876895593489
4.424,3.07447245017585
3.09,3.07447245017585
3.355,2.14876895593489
0,2.14876895593489
2.394,2.88169583931134
2.397,2.39561398963731
0,0.907041775456919
0,3.07447245017585
2.781,2.14876895593489
2.316,3.07447245017585
3.947,2.88169583931134
4.41,2.7586405109489
0,0.265447115384615
2.477,3.33386456605859
3.128,3.07447245017585
4.914,2.88169583931134
4.053,2.14876895593489
0,0.907041775456919
0,0.907041775456919
4.695,1.33371300448431
4.191,2.7586405109489
3.649,3.33386456605859
3.811,0.907041775456919
3.434,0.907041775456919
4.711,2.39561398963731
2.611,2.88169583931134
0,0.265447115384615
1.649,2.88169583931134
4.302,3.33386456605859
0,2.14876895593489
3.362,1.18352255639098
2.813,3.33386456605859
3.865,3.33386456605859
0,0
3.567,3.33386456605859
0,3.30832467532467
0,0.265447115384615
0,0
3.354,3.07447245017585
4.064,3.33386456605859
3.099,2.88169583931134
3.591,2.39561398963731
3.421,2.88169583931134
2.333,2.88169583931134
4.539,2.88169583931134
0,2.14876895593489
3.09,2.88169583931134
1.44,2.14876895593489
3.063,0.907041775456919
0,0.907041775456919
2.929,3.07447245017585
1.545,2.14876895593489
0,2.14876895593489
4.411,3.33386456605859
3.79,1.33371300448431
2.437,2.14876895593489
3.899,2.14876895593489
0,0.907041775456919
4.878,2.88169583931134
0,0
4.851,2.14876895593489
0,2.14876895593489
1.868,2.14876895593489
1.853,2.88169583931134
2.513,2.88169583931134
2.053,2.88169583931134
1.743,2.88169583931134
3.805,3.33386456605859
3.306,3.07447245017585
0,1.33371300448431
0,0.109605479452055
2.9,3.33386456605859
2.188,2.14876895593489
3.077,2.14876895593489
0,1.33371300448431
2.634,2.14876895593489
2.735,2.88169583931134
0,1.33371300448431
0,2.14876895593489
2.468,3.33386456605859
0,2.14876895593489
2.202,2.88169583931134
3.52,3.4526301369863
4.732,3.07447245017585
4.963,2.14876895593489
0,3.33386456605859
0,2.39561398963731
0,2.14876895593489
1.741,1.33371300448431
0,1.33371300448431
0,0
3.982,1.41381898454746
0,1.33371300448431
2.67,2.39561398963731
3.797,1.33371300448431
0,2.14876895593489
2.005,3.33386456605859
0,3.33386456605859
0,2.14876895593489
0,1.33371300448431
0,2.7586405109489
4.001,2.7586405109489
3.731,1.33371300448431
0,2.14876895593489
3.115,2.88169583931134
3.984,1.33371300448431
2.014,2.39561398963731
3.311,2.14876895593489
4.708,2.14876895593489
4.983,2.88169583931134
0,0.109605479452055
3.53,3.30832467532467
4.772,3.07447245017585
1.856,3.33386456605859
0,0.907041775456919
1.52,2.14876895593489
4.317,3.07447245017585
2.503,2.88169583931134
4.722,3.33386456605859
0,1.33371300448431
2.881,2.14876895593489
2.2,1.33371300448431
4.543,2.14876895593489
0,3.33386456605859
3.166,3.33386456605859
4.713,3.33386456605859
3.609,1.33371300448431
0,0.265447115384615
1.11,2.14876895593489
0,1.18352255639098
3.779,3.33386456605859
1.632,1.18352255639098
4.648,3.07447245017585
2.016,2.39561398963731
2.185,1.33371300448431
0,1.41381898454746
1.533,0.907041775456919
4.769,3.33386456605859
0,3.07447245017585
1.423,2.14876895593489
1.937,2.14876895593489
2.831,2.88169583931134
4.605,3.33386456605859
3.494,2.88169583931134
0,1.41381898454746
0,2.14876895593489
3.023,1.41381898454746
0,2.14876895593489
0,1.33371300448431
1.966,2.14876895593489
4.267,2.14876895593489
1.389,1.41381898454746
0,0
0,0.907041775456919
3.596,3.33386456605859
2.985,2.14876895593489
2.184,2.14876895593489
3.054,2.14876895593489
4.483,2.39561398963731
4.63,3.33386456605859
1.974,2.39561398963731
4.749,2.88169583931134
4.069,3.4526301369863
4.747,2.88169583931134
0,0.109605479452055
2.074,2.39561398963731
0,2.90889735099338
0,3.33386456605859
3.617,0.907041775456919
3.46,2.88169583931134
4.215,3.07447245017585
3.498,1.33371300448431
0,1.18352255639098
0,3.33386456605859
0,1.41381898454746
0,2.7586405109489
3.364,3.30832467532467
2.76,3.4526301369863
2.06,1.33371300448431
1.383,2.14876895593489
2.228,3.07447245017585
0,1.33371300448431
3.959,3.07447245017585
0,1.33371300448431
3.786,3.33386456605859
3.75,2.90889735099338
0,1.18352255639098
0,2.14876895593489
1.264,2.14876895593489
4.01,3.33386456605859
0,0.907041775456919
4.426,0.907041775456919
3.864,2.88169583931134
3.368,3.30832467532467
3.176,2.7586405109489
0,2.14876895593489
1.557,2.14876895593489
4.01,2.14876895593489
0,0.109605479452055
4.086,3.33386456605859
0,1.33371300448431
4.503,2.7586405109489
1.308,2.88169583931134
3.369,2.88169583931134
3.204,2.88169583931134
0,3.07447245017585
4.18,3.4526301369863
2.778,3.33386456605859
3.17,2.7586405109489
0,2.14876895593489
3.723,3.33386456605859
0,3.07447245017585
3.654,3.33386456605859
0,2.88169583931134
2.683,2.88169583931134
0,2.39561398963731
3.901,3.33386456605859
4.17,2.90889735099338
3.6,2.7586405109489
0,1.18352255639098
3.391,3.30832467532467
0,0.109605479452055
3.08,2.7586405109489
3.626,2.88169583931134
0,0.109605479452055
1.865,2.14876895593489
0,1.33371300448431
0,1.33371300448431
0,3.33386456605859
4.328,2.14876895593489
0,0.907041775456919
2.577,2.14876895593489
0,2.7586405109489
2.598,2.14876895593489
3.757,3.33386456605859
2.15,2.14876895593489
0,2.14876895593489
0,1.41381898454746
0,0.265447115384615
4.197,3.07447245017585
3.467,2.88169583931134
3.753,3.33386456605859
0,2.14876895593489
3.981,1.33371300448431
2.749,3.4526301369863
0,0.109605479452055
2.852,2.14876895593489
0,0.265447115384615
0,3.33386456605859
4.682,3.07447245017585
0,2.14876895593489
1.567,2.14876895593489
2.724,2.14876895593489
0,3.33386456605859
2.714,3.33386456605859
0,0.109605479452055
4.213,3.33386456605859
2.581,2.14876895593489
2.066,3.33386456605859
4.562,2.39561398963731
0,2.14876895593489
2.95,2.14876895593489
2.011,2.88169583931134
2.711,3.07447245017585
3.436,2.14876895593489
4.344,3.33386456605859
3.636,2.14876895593489
4.501,1.41381898454746
0,3.33386456605859
3.344,2.88169583931134
2.362,3.33386456605859
4.503,3.07447245017585
0,1.33371300448431
3.499,1.18352255639098
3.543,3.33386456605859
0,1.33371300448431
3.757,3.33386456605859
3.997,3.33386456605859
3.875,3.33386456605859
4.138,2.90889735099338
1.843,2.88169583931134
3.266,2.14876895593489
3.807,3.07447245017585
1.768,2.88169583931134
